id,year,type,subject,title,description,answer
T1212,112,單題,古典詩文閱讀單題,"根據文意脈絡,下列何者最適合用來說明「訓」字的意義?","「少室周為趙簡子之右1,聞牛談有力,請與之競,弗勝,致2右焉。簡子許之,使少室周為宰,曰:『知賢而讓,可以為訓矣。』」
1.右:職官名,立君主之右,擔任保衛工作
2.致:禮讓",A
T1213,112,單題,古典詩文閱讀單題,這段文字的主旨最可能是下列何者?,"「茲鄭引輦1 上高梁2 而不能支。茲鄭倚轅而歌,前者止,後者趨,輦乃上。使茲鄭無術以致人,則身雖絕力至死,輦猶不上也。今身不至勞苦而輦以上者,有術以致人之故也。」

1.輦:古時用人拉著走的車
2.梁:橋",B
T1214,112,單題,成語、俗語、 諺語、歇後 語、慣用語,"下列文句「」中的詞語,何者使用最恰當?",,C
T1215,112,單題,古典詩文閱讀單題,"
關於這兩首詩的分析,下列敘述何者最恰當?
","甲:花寒懶發鳥慵啼,信馬閑行到日西。何處未春先有思?柳條無力魏王堤。
――白居易〈魏王堤〉
乙:陰陰溪曲綠交加,小雨翻萍上淺沙。鵝鴨不知春去盡,爭隨流水趁桃花。
――晁沖之〈春日〉",B
T1216,112,單題,古典詩文閱讀單題,"根據這段文字,作者認為「不反覆亦不足以為君子」的原因,最可能是下列何者?","「蓋天下有反覆之小人,亦有反覆之君子。人但知不反覆不足以為小人,庸知不反覆亦不足以為君子。蓋小人之反覆也,因風氣勢利之所歸,以為變動;君子之反覆也,因學識之層累疊進,以為變動。其反覆同,其所以為反覆者不同。」",D
T1217,112,單題,應用文（書信、 題辭、對聯、柬帖、啟事、廣告）,"以上是根據聯合國《2019年永續發展目標報告》製作的圖表。下列關於圖表內容的推論,何者最不恰當?",,A
T1218,112,單題,現代詩文閱讀單題,"根據這段文字,古人從兩餐變成三餐的原因,與下列何者最不相關?","「商代人只在上、下午各吃一餐,因為農業社會耕作頗費體力,早上需好好補充精力,下午因太陽將西下,無法再工作,不如早睡早起,故不必吃得多。春秋晚期以來,隨著牛耕鐵器的廣泛使用,尤其是戰國時代鐵器的普及,生產力大大提高。社會的面貌起了很大的變化,人們的生活內容漸漸豐富起來,許多人開始在夜間從事非生產性的工作,富人娛樂活動增加,便多一餐以補充體力。」",C
T1219,112,單題,現代詩文閱讀單題,"根據這段文字,下列關於傳統布農族社會的推論,何者最恰當?","「傳統布農族社會在舉行重大的祭儀活動前,族人會聚集在一起用木杵搗米準備製作小米酒,發現不同的木杵會產生不同的聲響,因而將其作為合奏的樂器。後來每當族人聽到杵音傳來,就知道最近聚落即將舉辦慶典,杵音也因而具有傳遞訊息的功能。」",A
T1220,112,單題,古典詩文閱讀單題,"下列關於詞句的說明,何者最不恰當?","蘇軾〈西江月〉:「世事一場大夢,人生幾度新涼?夜來風葉已鳴廊,看取眉頭鬢上。 酒賤常愁客少,月明多被雲妨。中秋誰與共孤光,把盞淒然北望。」",B
T1221,112,單題,現代詩文閱讀單題,"根據這份表格及說明,可以推論出下列何者?",,C
T1222,112,單題,古典詩文閱讀單題,"根據這段文字,下列敘述何者最恰當?","「復北上,行石罅中,石峰片片夾起,路宛轉石間,塞者鑿之,陡者級之,斷者架木通之,懸者植梯接之。下瞰峭壑陰森,楓松相間,五色紛披,燦若圖繡。因念黃山當生平奇覽,而有奇若此,前未一探,茲遊快且愧矣!」",D
T1223,112,單題,古典詩文閱讀單題,"
根據這段文字,關於穆脩、張景針對奔馬踐死一犬的記事,下列敘述何者最恰當?","往歲士人多尚對偶為文,穆脩、張景輩始為平文,當時謂之古文。穆、張嘗同造朝,適見有奔馬踐死一犬,二人各記其事。穆脩曰:「馬逸1,有黃犬遇蹄而斃。」張景曰:「有犬死奔馬之下。」時文體新變,二人之語皆拙澀,當時已謂之工,傳之至今。
1.逸:奔跑",D
T1224,112,單題,古典詩文閱讀單題,"根據這段文字,下列敘述何者最恰當?","「錢塘江石堤為洪濤所激,歲歲摧決。杜偉長為轉運使,人有獻說,自浙江稅場
以東,移退數里為月堤,以避怒水。眾水工皆以為善,獨一老水工以為不然,
密諭其黨:『移堤則歲無水患,吾等何所衣食?』眾人樂其利,乃從而和之。
偉長不悟其計,費以巨萬,而江堤之害仍歲有之。」",B
T1225,112,題組,現代詩文閱讀題組,"根據本詩,下列敘述何者最恰當?",,D
T1226,112,題組,現代詩文閱讀題組,"關於本詩的寫作手法,下列敘述何者錯誤?",,A
T1227,112,題組,現代詩文閱讀題組,"根據圖文,下列關於跳水比賽的敘述,何者最恰當?",,A
T1228,112,題組,現代詩文閱讀題組,"根據圖文,下列關於跳水比賽規則的敘述,何者最恰當?",,B
T1229,112,題組,現代詩文閱讀題組,"根據圖文,亞當此次跳水得分的計算方式應是下列何者?","亞當是奧運跳水個人賽選手,他在比賽時某次的動作難度係數是3.0,當他完成
後,評審團給的分數表如下:
評審一:7分 評審二 :8分評審三:8分 評審四:7分 評審五:9分 評審六:7分 評審七:9分",C
T1230,112,題組,現代詩文閱讀題組,"文中「活著的時候就心甘情願把自己埋進納骨塔」的涵義,與下列何者最接近?","寒假期間的圖書館,呈現一種難得的閒逸姿態。這一棟半圓形的八層樓建築,
環壁皆書,中間留下跟應用坪數相等的半圓形空間。從五樓俯望,偌大的建築顯得
十分空洞。陰冷盤踞了多餘的空間,恍如進入一座潔淨,但森冷的納骨塔。整齊有
序的書本,宛如一個個編號的骨灰罈,罈子裡都裝載著作者的魂。也許讀書的心都
冬眠去了,這些思考宇宙大道,辯解生命本質的沉重書魂,都顯得有些黯然。
我通過文字開啟深邃寬廣的知識世界,同時釋放囚在罈子裡的書魂。我們的交
談安靜而無聲。這種滅音的交談沒有負擔,對方的想法不盡完善,就在架上搜尋互
為補強的觀點,讓不同意見的寄魂去辯駁。年輕的書魂總是按捺不住脾氣,氣勢凌
厲且偏激;老書魂則不動如山,總能敗部復活,在逆境裡扭轉乾坤。讀書比看戲更
令人著迷,難怪有不少讀者活著的時候就心甘情願把自己埋進納骨塔,想來精彩的
書還真有勾魂攝魄的魅力。

——改寫自鍾怡雯〈藏魂〉",A
T1231,112,題組,現代詩文閱讀題組,"關於本文的寫作手法,下列敘述何者最恰當?",,C
T1232,112,題組,現代詩文閱讀題組,"根據甲、乙兩文,下列敘述何者最恰當?","【甲】
1968 年霍普創辦月球大使館公司,推出購買月球土地的服務,只要19.99美元
就能買下月球上的一英畝土地。這間位於內華達州的公司宣稱握有好幾個星體的土
地產權。
霍普創立公司時正值失業、離婚,一切都糟透了。當時他想,如果他有土地,狀
況或許會好一點。霍普回憶:「接著我看到了月亮,我想著,那裡有好多土地啊。」
於是霍普調查《外太空條約》,發現條約僅明文禁止地球的國家主張其他星球
的土地所有權,卻未規範私營公司。在當時,沒人想到會有公司這麼做。於是霍普
飛奔去跑流程,而且從未有任何地球政府挑戰他販賣外太空地產的權限。
——改寫自樂羽嘉〈你真的能買下月球的土地嗎?〉

【乙】
1969 年美國太空人阿姆斯壯在月球上踏出人類的第一步,在此之前的兩年,
聯合國大會才通過《外太空條約》並開放各國簽署,至今已有超過 100 個國家簽
署。條約規定必須和平進行太空探索,並造福所有國家。此條約也提到,所有的締
約國都不可以主張天體的所有權,並要求締約國不可破壞他國的探測器或基地,例
如不能降落在這些物體之上或附近。但這也產生了漏洞,讓國家或私人企業能以先
占先贏的手段獨占有利的地點。
2016 年,美國天文物理學家艾維斯在《太空政策》期刊上提到:國家或私人
企業都不能主張月球土地的所有權,否則將會引發「瓜分月球」效應,在某些方
面就像 1880 年代許多國家開始「瓜分非洲」,在剛果爭相主張礦物資源的所有權
一樣。

——改寫自曼恩〈月球土地先占先贏〉",B
T1233,112,題組,現代詩文閱讀題組,"小貞讀過甲、乙兩文後,發現甲文中的霍普與乙文中的艾維斯對某項議題有歧見,這項議題最可能是下列何者?",,C
T1234,112,題組,現代詩文閱讀題組,"根據本文,下列敘述何者最恰當?","「隱私」是一種多元流動的概念,窗簾代表一種隱私,提款卡密碼是一種
隱私,筆電防窺貼片是一種隱私。在我讀高中的年代,「隱私」意謂著上鎖的日記
本、父母進房間前先敲門。
如今在網路上,瀏覽紀錄、按讚喜好、地理位置、基本個資等這些看不到的
數據,都是商業可變現、政治可操縱的黑箱資料。
以往,我們常嘲笑將網站密碼設為「1234」或自己生日的朋友,然而,真實
世界更幽微:
你是否知道,Google的智慧音箱、臉書的語音通話,都被他們錄下來,並交由
人力聽取並抄錄,理由是「優化人工智慧」?
你是否知道,YouTube因未經監護人同意,違法蒐集兒童隱私,被美國政府
重罰?
你是否知道,看似無關隱私的掃地機器人龍頭iRobot,執行長一度動念將機器
人蒐集的用戶住家平面圖出售作為「智慧家庭」的數據資料庫,後因輿論反彈才
作罷?
這些例子,說明數位時代「隱私」的高度複雜性,更別提,我們點閱特定產
品網頁後,不管逛到哪個網站,同一產品廣告如影隨形。未來可能無論我們走到哪
裡,戶外廣告牆會自動掃描每個人的眼球,播放符合個人興趣特徵的廣告。
關於網路隱私,當前最重要的挑戰是,當我們同意使用某一網路服務,形同
自願交出私密資料。然而,我們完全不知道,誰可能取得這些資料,又會用在哪些
地方?

——改寫自黃哲斌〈個資可以吃嗎?給現代公民的網路隱私守則〉",B
T1235,112,題組,現代詩文閱讀題組,下列何者最符合本文的觀點?,,B
T1236,112,題組,現代詩文閱讀題組,"根據本文,拿破崙選擇在巴黎聖母院加冕的原因,最可能是下列何者?","名畫〈拿破崙的加冕禮〉現藏於羅浮宮,由首席宮廷繪師雅克路易.大衛在加
冕禮隔年開始起草,約兩年多完成。
過去25代的法國國王都在巴黎東北方的蘭斯聖母院大教堂加冕。但拿破崙不願
意被當成波旁王朝的繼承者,而自稱為「法國人的皇帝」,因此拒絕在蘭斯加冕,選
擇在巴黎聖母院舉行加冕。同時仿效一千多年前的「羅馬人的皇帝」查理曼大帝,
由羅馬教皇庇護七世主持,而不是蘭斯大主教。
當年查理曼大帝都還是親自前往梵蒂岡,拿破崙卻要求教皇至巴黎主持加冕典
禮。在大典開始前,拿破崙已經身著絳紅色皇袍,頭戴金質羅馬式的桂冠,手持權
杖,且未等教皇拿祭壇上的皇冠,就自己戴上,接著又親手為皇后約瑟芬授冠。但
對教會如此傲慢的態度,若如實畫出,真的好嗎?因此大衛決定採用皇帝給皇后加
冕的畫面,而不談誰為拿破崙加冕。
畫面的正中央是代表神權的十字架。從十字架、拿破崙、教皇由高到低的位
置可看出拿破崙成了領軍人物,他跳過了代理神權的教會中介,直接實現了君權神
授的完美結合。畫中拿破崙替皇后約瑟芬加冕,教皇庇護七世坐在拿破崙身後,面
色凝重,但從教皇舉起的右手,還是可看出他正在為這一場面祝福。但這畫面仍有
大衛虛構之處:當時拿破崙的母親根本沒有出席,也一併被畫在畫作裡。後來成為
法國皇太后的她十分反對加冕典禮,擔憂兒子稱帝後將引發許多恐怖之事,因此遠
走米蘭,在典禮結束後才回巴黎,將皇太后放入畫中是拿破崙本人提出的要求。至
於畫作主角拿破崙,畫裡的他成了體型瘦高的男子,這自然是為了迎合身型矮小的
拿破崙的虛榮心,好宣揚其驍勇善戰的英勇姿態,及帝王居高臨下、無人能左右的
威權。

——改寫自中野京子《療癒羅浮宮》",C
T1237,112,題組,現代詩文閱讀題組,"根據本文,大衛選擇採用拿破崙為約瑟芬加冕的畫面,原因最可能是下列何者?",,B
T1238,112,題組,現代詩文閱讀題組,"小銘畫了以下這張〈拿破崙的加冕禮〉的模擬圖,根據本文對雅克路易.大衛原畫的描述,小銘的模擬圖與原畫相比後有明顯的錯誤,下列何者最可能是這個錯誤?",,A
T1239,112,題組,古典詩文閱讀題組,"根據本文,下列何者最可能是仇鸞與嚴嵩一開始交惡的原因?","「錢塘江石堤為洪濤所激,歲歲摧決。杜偉長為轉運使,人有獻說,自浙江稅場
以東,移退數里為月堤,以避怒水。眾水工皆以為善,獨一老水工以為不然,
密諭其黨:『移堤則歲無水患,吾等何所衣食?』眾人樂其利,乃從而和之。
偉長不悟其計,費以巨萬,而江堤之害仍歲有之。」",D
T1240,112,題組,古典詩文閱讀題組,"下列文句的解說,何者最恰當?",,D
T1241,112,題組,古典詩文閱讀題組,"根據本文,關於梁王與楊朱的敘述,下列何者最恰當?","楊朱見梁王,言治天下如運諸掌。梁王曰:「先生有三畝之園而不能耘,而言
治天下如運諸掌,何也?」對曰:「君不見牧羊者乎?百羊而群,使五尺童子荷杖
隨之,欲東而東,欲西而西。使堯牽一羊,舜荷杖隨之,則不能前矣。且臣聞之:
吞舟之魚,不游支流;鴻鵠高飛,不集汙池。何則?其志遠也。黃鐘大呂不可從繁
奏之舞。何則?其音疏也。將治大者不治細,成大功者不成小,此之謂矣。」
——改寫自《列子.楊朱》",B
T1242,112,題組,古典詩文閱讀題組,"下列文句,何者最能呼應文中「吞舟之魚,不游支流;鴻鵠高飛,不集汙池」的涵義?",,D
