id,year,type,subject,title,description,answer
T0912,109,單題,現代詩文閱讀單題,根據這段文字，請翻面繼續作答下列關於張贊桃燈光設計的敘述何者正確？,林懷民悼念雲門舞集燈光設計師張贊桃：「你的燈光輕聲細語，除非必要，絕不大聲號叫。典雅寫意，呼吸般起落的燈光成為雲門的特色。臺灣舞評少，評舞也不提燈光。國外談雲門不讚美你的舞評極少。他們說你是大師，你一笑置之。等到有人說，你的燈光讓他想起林布蘭1，你就如逢知音，開懷咧口笑了。那幾年，你吃林布蘭睡林布蘭，到了美術館，幾乎把鼻子貼到他的畫作上。」1.林布蘭:巴洛克美術的代表畫家,C
T0913,109,單題,現代詩文閱讀單題,這句話的意旨，與下列何者最接近？,.「讀完一千本書的價值，並不多於犁過千片田地；能夠對一幅畫作出適當的描寫，其價值並不多於找出一輛故障摩托車的毛病。」,C
T0914,109,單題,現代詩文閱讀單題,根據這段文字，下列關於個資蒐集或處理的敘述，何者最恰當？,「『個人資料保護法』強調，須經當事人同意才能蒐集與處理其個資，而且僅能用於特定目的。眾人為使用地圖導航或方便聯繫，只能同意交付行蹤與通訊內容給 Google 或 LINE 這些資訊服務業者，若不同意就不能使用服務。然而，業者也因此得以持續使用源源不絕的個資。」,C
T0915,109,單題,現代詩文閱讀單題,根據文意脈絡，空格處填入下列何者最恰當？,. 「如果我們以人文關懷角度切入，不難發現囤積者的生命都承受著失落與喪慟。囤積，其實是一種無法割捨的情感阻礙。只有透過囤積，他們以為自己並未失去什麼。所以從這個角度來看，囤積者實際上無法處理的，是關於□□。」,A
T0916,109,單題,古典詩文閱讀單題,根據這段文字，下列關於葛清的敘述，何者正確？,荊州街子葛清，自頸以下，遍刺白居易舍人詩。荊客陳至呼觀之，令其自解，背上亦能暗記。反手指其札處，至「不是花中偏愛菊」，則有一人持杯臨菊叢。又「黃夾纈林1寒有葉」，則指一樹，樹上掛纈2，纈上花紋極細。凡刻三十餘首，體無完膚，陳至贊為「白舍人行詩圖」也。1.黃夾纈林:林木盡成黃色 2.纈 : 音ㄒㄧㄝˊ，印染花紋的絲織品。,A
T0917,109,單題,國學常識（含文字結構與演變),文中空格處應是下列何者？, 小華向精通文字學的爺爺請教「囷」字的涵義，爺爺說：「這個字就是稻禾在倉廩中，也就是穀倉的意思，是一個會意字。」小華立刻說：「那麼□字也是根據這個原理造出來的囉！」爺爺高興地說：「你能夠舉一反三，真是孺子可教也。」,A
T0918,109,單題,古典詩文閱讀單題,根據這段文字，下列敘述何者正確？,「用兵久則驕惰自生，驕惰則未有不敗者。勤字所以醫惰，慎字所以醫驕，二字之先，須有一誠字以為本。立意要將此事知得透，辨得穿。精誠所至，金石為開，鬼神亦避，此在己之誠也。」,B
T0919,109,單題,現代詩文閱讀單題,根據這段文字，可明確推論出下列何者？,「65%的英國人承認壺裡的水裝太滿，其實他們通常只需要泡一杯茶。有人算出，使用電水壺一天額外產生的能源消耗，足以點亮英國一個晚上所有的路燈。」,B
T0920,109,單題,字音,下列文句「 」中的字，何者讀音正確？,X,B
T0921,109,單題,應用文（書信、 題辭、對聯、柬帖、啟事、廣告）,小淳參加王爺爺的壽宴，在會場聽到以下對話，哪一組用詞最為得體？,X,C
T0922,109,單題,古典詩文閱讀單題,根據這段文字，下列何者最符合鳩摩羅什對譯經的看法？,「鳩摩羅什願凡所宣譯傳流後世，每云：『天竺國俗甚重文制，其宮商體韻以入弦為善，以歌嘆為貴。改梵為漢，失其藻蔚，雖得大意，殊隔文體。有似嚼飯與人，非徒失味，乃令嘔也。』」,D
T0923,109,單題,古典詩文閱讀單題,根據這則詩評，下列關於皮日休詩的敘述何者最恰當？,皮日休詠房、杜 1詩云：「黃閣 2三十年，清風一萬古。」凡言千古萬古者，皆是無窮之意，今下「一」字，便有所止矣。1.房、杜:指唐代名相房玄齡、杜如晦 2.黃閣:宰相,D
T0924,109,單題,現代詩文閱讀單題,這項實驗設計的目的，最可能是在印證下列何者？,某心理學家讓兩組學生看同一張人像，對第一組說：「他是罪大惡極的罪犯。」對第二組說：「他是一位科學家。」當請學生描述照片中的人時，第一組學生說：「深陷的雙眼顯現出他充滿仇恨，突出的下巴證明他在犯罪道路上頑強的決心。」第二組學生說：「深陷的雙眼顯現出他思想的深度，突出的下巴證明他在科學道路上堅強的鬥志。」,A
T0925,109,題組,現代詩文閱讀題組,根據本文，下列敘述何者最恰當？,"小時候陪母親上市場，夏天裡總要買塊冬瓜回去煮湯。母親將冬瓜削皮切成小片，用蝦米和蔥爆香油鍋，再將它們投進煮沸了水的湯鍋中。煎成焦黃的蝦米吱吱叫著，冬瓜片一進鍋裡就安靜下來，蝦米的燙熱和疼痛彷彿都獲得了安撫。我一直覺得，媽媽的冬瓜湯，已經是冬瓜最好的料理方式了，這想法被鄰居賈媽媽的冬瓜盅徹底顛覆。賈媽媽有次宴客，當她將一顆矮矮的冬瓜蓋子打開來，我看見裡頭的羹湯時，驚詫到說不出話來。香菇與干貝的氣味混著冬請翻面繼續作答瓜的清香，那湯汁說不得混也說不得清。賈媽媽說她先將肥大香菇泡發，加上金黃色的干貝燉湯，倒進挖空的冬瓜裡再蒸一遍。那夜賈家姐妹來叫我，說賈媽媽留了冬瓜盅給我，他們家的客人已經離開了。我們穿越煙霧彌漫混著酒氣的客廳，走進杯盤狼藉的廚房，冬瓜盅裡的湯汁僅剩一點點，我們拿起小湯匙，挖著冬瓜肉吃，被湯汁潤透的冬瓜肉透明著，不可思議的美味。很多年後，我在一家餐廳吃飯，冬瓜盅上了桌，我起鬨說要用湯匙舀起瓜肉來吃才過癮。興致勃勃的舀起冬瓜的那一刻，眼睛忽然酸熱起來。我想起賈家早逝的那個兄弟，各自遠嫁卻又不斷飄泊的姐妹，想起我們擠在一起挖冬瓜吃的那個永遠不會返來的童年時光。此刻，我獨自提著一片薄薄的冬瓜回家，仍是用母親煮湯的方式料理，而我的心裡藏著的是繁複美麗的冬瓜盅。我有時候羨慕冬瓜煮過就透明了，人生卻要經歷多少的烹煮，才能夠明明白白？
――改寫自張曼娟〈一片薄薄的冬瓜〉",C
T0926,109,題組,現代詩文閱讀題組,關於本文的寫作分析，下列敘述何者最恰當？,"小時候陪母親上市場，夏天裡總要買塊冬瓜回去煮湯。母親將冬瓜削皮切成小片，用蝦米和蔥爆香油鍋，再將它們投進煮沸了水的湯鍋中。煎成焦黃的蝦米吱吱叫著，冬瓜片一進鍋裡就安靜下來，蝦米的燙熱和疼痛彷彿都獲得了安撫。我一直覺得，媽媽的冬瓜湯，已經是冬瓜最好的料理方式了，這想法被鄰居賈媽媽的冬瓜盅徹底顛覆。賈媽媽有次宴客，當她將一顆矮矮的冬瓜蓋子打開來，我看見裡頭的羹湯時，驚詫到說不出話來。香菇與干貝的氣味混著冬請翻面繼續作答瓜的清香，那湯汁說不得混也說不得清。賈媽媽說她先將肥大香菇泡發，加上金黃色的干貝燉湯，倒進挖空的冬瓜裡再蒸一遍。那夜賈家姐妹來叫我，說賈媽媽留了冬瓜盅給我，他們家的客人已經離開了。我們穿越煙霧彌漫混著酒氣的客廳，走進杯盤狼藉的廚房，冬瓜盅裡的湯汁僅剩一點點，我們拿起小湯匙，挖著冬瓜肉吃，被湯汁潤透的冬瓜肉透明著，不可思議的美味。很多年後，我在一家餐廳吃飯，冬瓜盅上了桌，我起鬨說要用湯匙舀起瓜肉來吃才過癮。興致勃勃的舀起冬瓜的那一刻，眼睛忽然酸熱起來。我想起賈家早逝的那個兄弟，各自遠嫁卻又不斷飄泊的姐妹，想起我們擠在一起挖冬瓜吃的那個永遠不會返來的童年時光。此刻，我獨自提著一片薄薄的冬瓜回家，仍是用母親煮湯的方式料理，而我的心裡藏著的是繁複美麗的冬瓜盅。我有時候羨慕冬瓜煮過就透明了，人生卻要經歷多少的烹煮，才能夠明明白白？
――改寫自張曼娟〈一片薄薄的冬瓜〉",C
T0927,109,題組,現代詩文閱讀題組,本文以《史記》為例的用意，最可能是下列何者？,"所謂的「歷史」，是「過去人類的所有活動」；而所謂的「歷史學」，是「從史料（包括文獻、考古）所能復原過去人類的所有活動」。從各種史料中，不斷進行研究和比較，逐步接近真實，這就是歷史學的本色，也是歷史學家所從事的工作。因為這世上從來無法得到「真實的歷」，我們所能得到的只有「歷史的真實」。
有人問：「《史記》中那麼多私人對話，太史公是如何得知？」基本上，古人記載事情許多沒有附上出處，但不代表前人所記都是捏造。太史公如何得知前人的對話，因為在他之前的人是這麼記載或傳說的。若不能找到更可靠的證據，那就只能選擇記載下來，頂多寫下可能的疑點，留給後世的史學家再來研究。歷史學講究「持之有故，言之成理」，從許多《史記》的內容來看，太史公所記都有其根據。有些他根據的史料，今日還能見到，可以驗證這一點。只是太史公時代的書籍，已經有太多亡佚，因此有更多的記事，今天已經無法得知出處為何。我從不認為《史記》上的記載「絕對」可信，但若你不相信古人所記的史事，請拿出更可靠的證據。唯有如此，歷史學才能不斷進步，不致流於虛無的懷疑。
――改寫自呂世浩《帝國崛起：一場歷史的思辨之旅 2》",B
T0928,109,題組,現代詩文閱讀題組, 本文的觀點與下列何者最接近？,"所謂的「歷史」，是「過去人類的所有活動」；而所謂的「歷史學」，是「從史料（包括文獻、考古）所能復原過去人類的所有活動」。從各種史料中，不斷進行研究和比較，逐步接近真實，這就是歷史學的本色，也是歷史學家所從事的工作。因為這世上從來無法得到「真實的歷」，我們所能得到的只有「歷史的真實」。
有人問：「《史記》中那麼多私人對話，太史公是如何得知？」基本上，古人記載事情許多沒有附上出處，但不代表前人所記都是捏造。太史公如何得知前人的對話，因為在他之前的人是這麼記載或傳說的。若不能找到更可靠的證據，那就只能選擇記載下來，頂多寫下可能的疑點，留給後世的史學家再來研究。歷史學講究「持之有故，言之成理」，從許多《史記》的內容來看，太史公所記都有其根據。有些他根據的史料，今日還能見到，可以驗證這一點。只是太史公時代的書籍，已經有太多亡佚，因此有更多的記事，今天已經無法得知出處為何。我從不認為《史記》上的記載「絕對」可信，但若你不相信古人所記的史事，請拿出更可靠的證據。唯有如此，歷史學才能不斷進步，不致流於虛無的懷疑。
――改寫自呂世浩《帝國崛起：一場歷史的思辨之旅 2》",D
T0929,109,題組,現代詩文閱讀題組,根據本文的文意脈絡，畫線處應填入下列何者最恰當？,"去年，我有幸和教宗參與一場會議，他很關注科技發展的潛
在風險和道德問題。他以深層的思考看待科技：科技的力量從未
如現在這般龐大，但無人能確保科技會被合理明智地使用。
今日科技已滲透我們的生活，改善我們的生活，但也存在隱
憂。它對安全隱私和社交活動的威脅將不利於社會發展。科技可
以帶來便利，但也可能影響我們的價值、尊嚴和信念。我不擔心
人工智慧讓電腦像人類一樣思考，我擔憂的是人類像電腦那樣思
考―― 。
當科技在黑暗中摸索時，人性的光輝讓我們看清自己的處境
與面臨的危險。史蒂夫．賈伯斯曾說過，光有科技是不夠的，科
技要與人文、人性結合，才能產生令人欣喜的結果。當你真的投
入，你會發現所做的事情可能改變社會。這意味著，智慧型手機
可讓盲人參加馬拉松比賽，智慧型手錶可以在患者心臟病發作前
捕捉到異常情況，平板電腦可幫助自閉症兒童重新建立與世界的
聯繫。賈伯斯的意思就是：科技應該服務全人類。
――改寫自庫克〈麻省理工學院 2017 年畢業典禮演講〉",D
T0930,109,題組,現代詩文閱讀題組,本文的主旨最可能是下列何者？,"去年，我有幸和教宗參與一場會議，他很關注科技發展的潛
在風險和道德問題。他以深層的思考看待科技：科技的力量從未
如現在這般龐大，但無人能確保科技會被合理明智地使用。
今日科技已滲透我們的生活，改善我們的生活，但也存在隱
憂。它對安全隱私和社交活動的威脅將不利於社會發展。科技可
以帶來便利，但也可能影響我們的價值、尊嚴和信念。我不擔心
人工智慧讓電腦像人類一樣思考，我擔憂的是人類像電腦那樣思
考―― 。
當科技在黑暗中摸索時，人性的光輝讓我們看清自己的處境
與面臨的危險。史蒂夫．賈伯斯曾說過，光有科技是不夠的，科
技要與人文、人性結合，才能產生令人欣喜的結果。當你真的投
入，你會發現所做的事情可能改變社會。這意味著，智慧型手機
可讓盲人參加馬拉松比賽，智慧型手錶可以在患者心臟病發作前
捕捉到異常情況，平板電腦可幫助自閉症兒童重新建立與世界的
聯繫。賈伯斯的意思就是：科技應該服務全人類。
――改寫自庫克〈麻省理工學院 2017 年畢業典禮演講〉",B
T0931,109,題組,現代詩文閱讀題組,根據本文，作者說「貧瘠的土地可能是富饒的鄉野」，其原因最可能為下列何者？,"貧瘠的土地可能是富饒的鄉野。
【甲】例如一個我所知道的湖岸，整個白日，你會以為那只
是供浪花拍擊的所在，那是船無法泊近的一條黑色緞帶。但是，
接近黃昏時，你會看到海鷗飛過一個岬角1，岬角後一群喧鬧的潛
鳥忽然冒出，揭示了一個隱密小灣的存在。你突然衝動地想要上
岸，想要踩在那熊果地氈上，去採鳳仙花，去偷摘海濱的野果，
或獵一隻松雞。此時又轉念，既然有一個小灣，為何不能有一條
游著鱒魚的溪流？於是船向湖岸前進。
【乙】稍後，做晚餐的煙懶洋洋地飄浮在小灣之上，火在低
垂的枝條下閃爍不定。這是一塊貧瘠、窮乏的土地，但卻是一片
豐饒的鄉野。
和對歌劇或油畫的品味一樣，人們對鄉野的品味展現個人不
同的審美能力。有些人願意和一群人如牛群般地被趕著去參觀
「風景區」，當看到山上有瀑布、峭壁和湖泊，他們便認為這些
山十分雄偉壯麗。對這些人而言，堪薩斯平原很單調，他們只看
到無邊無際的玉米田，但沒有看到喘著氣的牛隊在草原之海破浪
前進。他們認為歷史生長在校園裡，他們注視著低低的地平線，
卻無法從犎牛2的肚皮底下看著地平線。
【丙】鄉野和人一樣，尋常的外觀下常常掩藏著不凡的珍
寶，倘使你想發掘這些珍寶，必須在鄉野生活，並且和鄉野一起
生活。長著刺柏的山麓丘陵最為乏味無趣，但是，在一群啁啾的
冠藍鴉突然躥3出藍色的身影後，一座歷經一千個夏日、披戴著藍
色漿果的古老山丘就變得不一樣了。【丁】當一隻雁從天空向一
片單調、無精打采的三月玉米田打招呼時，玉米田便不再單調和
無精打采了。
――改寫自阿爾多•李奧帕德《沙郡年記•鄉野》 1.岬角:指陸地上向海突出的部分。岬，音ㄐㄧㄚˇ2.犎牛:一種背上隆起如駱駝般的野牛。犎，音ㄈㄥ 3.躥:音ㄘㄨㄢ，向上或向前跳。",A
T0932,109,題組,現代詩文閱讀題組,"「你突然衝動地想要上岸，想要踩在那熊果地氈上，去採鳳仙花，去偷摘海濱的野果，或獵一隻松雞。」句中以「地氈」比喻滿地的熊果。文中畫線處何者也運用相同的手法？
","貧瘠的土地可能是富饒的鄉野。
【甲】例如一個我所知道的湖岸，整個白日，你會以為那只
是供浪花拍擊的所在，那是船無法泊近的一條黑色緞帶。但是，
接近黃昏時，你會看到海鷗飛過一個岬角1，岬角後一群喧鬧的潛
鳥忽然冒出，揭示了一個隱密小灣的存在。你突然衝動地想要上
岸，想要踩在那熊果地氈上，去採鳳仙花，去偷摘海濱的野果，
或獵一隻松雞。此時又轉念，既然有一個小灣，為何不能有一條
游著鱒魚的溪流？於是船向湖岸前進。
【乙】稍後，做晚餐的煙懶洋洋地飄浮在小灣之上，火在低
垂的枝條下閃爍不定。這是一塊貧瘠、窮乏的土地，但卻是一片
豐饒的鄉野。
和對歌劇或油畫的品味一樣，人們對鄉野的品味展現個人不
同的審美能力。有些人願意和一群人如牛群般地被趕著去參觀
「風景區」，當看到山上有瀑布、峭壁和湖泊，他們便認為這些
山十分雄偉壯麗。對這些人而言，堪薩斯平原很單調，他們只看
到無邊無際的玉米田，但沒有看到喘著氣的牛隊在草原之海破浪
前進。他們認為歷史生長在校園裡，他們注視著低低的地平線，
卻無法從犎牛2的肚皮底下看著地平線。
【丙】鄉野和人一樣，尋常的外觀下常常掩藏著不凡的珍
寶，倘使你想發掘這些珍寶，必須在鄉野生活，並且和鄉野一起
生活。長著刺柏的山麓丘陵最為乏味無趣，但是，在一群啁啾的
冠藍鴉突然躥3出藍色的身影後，一座歷經一千個夏日、披戴著藍
色漿果的古老山丘就變得不一樣了。【丁】當一隻雁從天空向一
片單調、無精打采的三月玉米田打招呼時，玉米田便不再單調和
無精打采了。
――改寫自阿爾多•李奧帕德《沙郡年記•鄉野》 1.岬角:指陸地上向海突出的部分。岬，音ㄐㄧㄚˇ2.犎牛:一種背上隆起如駱駝般的野牛。犎，音ㄈㄥ 3.躥:音ㄘㄨㄢ，向上或向前跳。",D
T0933,109,題組,古典詩文閱讀題組,"根據本文，「稚子數請所出」句中「數請所出」的涵義最可能是下列何者？
","雅志堂後小室，名之曰「更衣」，以為姻賓憩息地。稚子數請所出，因錄班固《漢書》語示之：《漢書》：「坐乃起更衣。」顏師古注：「坐，坐中之人。更，改也。凡久坐者皆起更衣，以其寒暖或變也。」
《漢書》又載：「延年起，至更衣。」顏師古注：「古者延
賓必有更衣之處。」
――改寫自洪邁《容齋隨筆》",D
T0934,109,題組,古典詩文閱讀題組,根據本文，雅志堂後名為「更衣」的小室，其主要用途與現代哪一種場所最接近？,"雅志堂後小室，名之曰「更衣」，以為姻賓憩息地。稚子數請所出，因錄班固《漢書》語示之：《漢書》：「坐乃起更衣。」顏師古注：「坐，坐中之人。更，改也。凡久坐者皆起更衣，以其寒暖或變也。」
《漢書》又載：「延年起，至更衣。」顏師古注：「古者延
賓必有更衣之處。」
――改寫自洪邁《容齋隨筆》",A
T0935,109,題組,古典詩文閱讀題組,下列文句「 」中的字，何者意義說明正確？,"治亂之本在君之好惡，好惡在所習。少習也正，其長也必賢；
少習也不正，其長難與共為治矣。不幸而然，則將磨之。孰能磨
之？擇人焉，朝夕相與俱，出入言動相綴接焉，是則可磨之也。
主然1而是2者，助之；主然而違者，替之。不釋3，則極論之。除其
蔽慾而接之以道，不使其見邪者而變焉，其志素定矣，然後可與
共為治。
――改寫自曾鞏〈論習〉",B
T0936,109,題組,古典詩文閱讀題組," 下列敘述何者最貼近本文的內容？","治亂之本在君之好惡，好惡在所習。少習也正，其長也必賢；
少習也不正，其長難與共為治矣。不幸而然，則將磨之。孰能磨
之？擇人焉，朝夕相與俱，出入言動相綴接焉，是則可磨之也。
主然1而是2者，助之；主然而違者，替之。不釋3，則極論之。除其
蔽慾而接之以道，不使其見邪者而變焉，其志素定矣，然後可與
共為治。
――改寫自曾鞏〈論習〉",B
T0937,109,題組,古典詩文閱讀題組,根據本文的內容，下列敘述何者正確？," 高宗嘗宴大臣，見張循王持扇，有玉孩兒扇墜，上識是舊物，昔往四明，誤墜於水，屢尋不獲，乃詢於張循王，對
曰：「臣從清河坊鋪家買得。」召問鋪家，云：「得於提籃人。」復遣問，回奏云：「於候潮門外陳宅廚娘處買得。」
又遣問廚娘，云：「破黃花魚腹中得之。」奏聞，上大悅，以為失物復還之兆。鋪家及提籃人補校尉，廚娘封孺人，張
循王賞賜甚厚。
──改寫自田汝成《西湖遊覽志餘》",D
T0938,109,題組,古典詩文閱讀題組,"關於本文的寫作方式，下列敘述何者正確？"," 高宗嘗宴大臣，見張循王持扇，有玉孩兒扇墜，上識是舊物，昔往四明，誤墜於水，屢尋不獲，乃詢於張循王，對
曰：「臣從清河坊鋪家買得。」召問鋪家，云：「得於提籃人。」復遣問，回奏云：「於候潮門外陳宅廚娘處買得。」
又遣問廚娘，云：「破黃花魚腹中得之。」奏聞，上大悅，以為失物復還之兆。鋪家及提籃人補校尉，廚娘封孺人，張
循王賞賜甚厚。
──改寫自田汝成《西湖遊覽志餘》",C
T0939,109,題組,古典詩文閱讀題組,下列文句（ ）中所應填入的主語，何者正確？," 王次仲者，以為世之篆文，工多而用寡，難以速就。四海多事，筆札１為先，乃變篆籀２之體為隸書。秦始皇以次
仲所易文簡，其功利於人而召之，三徵入秦，不至。次仲履真懷道３，窮數術４之美。始皇怒其不恭，令檻車送之。次
仲化為大鳥，翻飛出車外，落二翮於峰巒，故有大翮、小翮之名矣。
──改寫自《仙傳拾遺》、《水經注》1.筆札:公文書信 2.篆籀:周、秦間通行之字體。籀，音ㄓㄡˋ 3.履真懷道:修習道家之學 4.關於天文、曆法、占卜等學問",B
T0940,109,題組,古典詩文閱讀題組,根據本文內容，下列敘述何者正確？," 王次仲者，以為世之篆文，工多而用寡，難以速就。四海多事，筆札１為先，乃變篆籀２之體為隸書。秦始皇以次
仲所易文簡，其功利於人而召之，三徵入秦，不至。次仲履真懷道３，窮數術４之美。始皇怒其不恭，令檻車送之。次
仲化為大鳥，翻飛出車外，落二翮於峰巒，故有大翮、小翮之名矣。
──改寫自《仙傳拾遺》、《水經注》1.筆札:公文書信 2.篆籀:周、秦間通行之字體。籀，音ㄓㄡˋ 3.履真懷道:修習道家之學 4.關於天文、曆法、占卜等學問",A
T0941,109,題組,現代詩文閱讀題組,根據本文，下列關於京都的敘述，何者正確？,"全京都內約有兩千間的佛寺和神社，而京都內有十七處文化景觀被聯合國列入世界文化遺產，其中更高達十三處都是佛寺，要認識京都文化，無法略過佛寺不談。 京都大部分的佛寺都有濃濃的唐 宋風格，完全是木造建築，而且不同於中國近代許多寺廟，修復後習慣在木頭上上紅漆或黑漆，京都的寺廟幾乎保留著原木色調，搭配素淨的黑瓦，更能感到純樸的古風。日本人對古蹟保存與修復相當用心，時常花數個月到數年的時間，封閉整座寺院，進行修復。甚至有的寺院，
採預約參觀制，以維護古蹟和周邊的自然環境。例如以寺院布滿青苔，而得「苔寺」之名的西芳寺，參訪前便須以
明信片預約。而且每天閉院後，會有成群工作人員，蹲伏於地爬梳、整理青苔！
除此之外，京都的古蹟能保存得好，還在於不只是單一建築的保存，而是整片區域的完整保護。例如京都著名
風景區──嵐山一帶的嵯峨野地區，被政府列為「風致地區」，也就是保留區，凡是有建築物要新建、改建、增建，
或要進行土地開墾，木竹採伐，甚至是變更建築物的色彩，都需要得到市長的許可。因此在保留區內的天龍寺、大
覺寺等，便受到良好的保護。所以相對於曾發生文化大革命的中國、以及佛教後來式微的印度，日本的佛寺建築，
可以說更為完整而原汁原味。
──改寫自吳中傑〈經典佛寺的傳承藝術〉",C
T0942,109,題組,現代詩文閱讀題組,根據本文，無法推知下列何者？,"全京都內約有兩千間的佛寺和神社，而京都內有十七處文化景觀被聯合國列入世界文化遺產，其中更高達十三處都是佛寺，要認識京都文化，無法略過佛寺不談。 京都大部分的佛寺都有濃濃的唐 宋風格，完全是木造建築，而且不同於中國近代許多寺廟，修復後習慣在木頭上上紅漆或黑漆，京都的寺廟幾乎保留著原木色調，搭配素淨的黑瓦，更能感到純樸的古風。日本人對古蹟保存與修復相當用心，時常花數個月到數年的時間，封閉整座寺院，進行修復。甚至有的寺院，
採預約參觀制，以維護古蹟和周邊的自然環境。例如以寺院布滿青苔，而得「苔寺」之名的西芳寺，參訪前便須以
明信片預約。而且每天閉院後，會有成群工作人員，蹲伏於地爬梳、整理青苔！
除此之外，京都的古蹟能保存得好，還在於不只是單一建築的保存，而是整片區域的完整保護。例如京都著名
風景區──嵐山一帶的嵯峨野地區，被政府列為「風致地區」，也就是保留區，凡是有建築物要新建、改建、增建，
或要進行土地開墾，木竹採伐，甚至是變更建築物的色彩，都需要得到市長的許可。因此在保留區內的天龍寺、大
覺寺等，便受到良好的保護。所以相對於曾發生文化大革命的中國、以及佛教後來式微的印度，日本的佛寺建築，
可以說更為完整而原汁原味。
──改寫自吳中傑〈經典佛寺的傳承藝術〉",A
