id,year,type,subject,title,description,answer
T1033,110,題組,現代詩文閱讀題組,關於本文的寫作手法，下列敘述何者最恰當？,颱風來了。颱風來自遙遠的海面，總是選擇花蓮為登陸地點。在夏天漫長而炎熱的一長串又一長串日子裡，有時我們會感覺天地間突然好像有一點反常的運作，日頭黯淡，到處吹著不緩不急的風。起先就是這樣的，那風也不是夏日海邊習習的涼風，帶著一層鬱燠的氣息，甚至是溫熱的，但又沒有一點溼意。樹葉飄飄自相拍打，螞蟻在牆角匆忙地奔走，隔壁院子裡的公雞奇怪地和帶著小雛的母雞一起擠在雨廊下，很不安地東張西望，電線桿上的麻雀都不知道飛到哪裡去了。若是抬頭看後面的大山，你會發覺那山比平時更清朗更明亮，樹木歷歷可數，蒼翠裡彷彿鍍著一層銀光。起先是陣陣急雨被強風颳來，擊打鐵皮屋頂和木板牆。坐在榻榻米上，我什麼都看不見，只聽到風雨的聲音一陣比一陣大。那時我可以想像，來了來了，從遙遠的海面正有一團黑黑的氣體向花蓮這個方向滾來，以一定的速度，挾萬頃雨水，撕裂廣大的天幕，正向這個方面滾來，空中的雲煙激越若沸水，海水翻騰搖擺，憤怒地向陸地投射。我坐在昏黃的電燈下專心聽颱風猛烈地拍著，搖著，呼吼著。我傾耳再聽，可以感覺到海岸上狂濤攻擊防波堤的號角和鼙鼓，一陣急似一陣，而天就這樣黑下來了。是的，颱風從海上來，迅速撲向這低伏在山下的小城。在風球一一升起之後，我們知道風將帶著巨量的雨水□□過小城的上空，把一些大樹連根拔起，把籬笆一一掀倒，把電線桿推翻，甚至把誰家將就的屋頂吹跑，把橋梁和鐵路移動一個位置，讓山石和泥濘□入公路，堵住來往的交通。在我幼小的心靈裡，颱風帶來一個狂暴的奇異的夜，電燈不亮了，小桌上點一根蠟燭，火光在轟然的黑暗裡搖晃，有時突然□出一朵花來。我瞪著那燭光看，聽風雨呼嘯通過，似乎不會有停止的時候，然後眼睛就累了。醒來時發現自己還是安全地躺在蚊帳裡，風雨早已停了，明亮的光線透過窗上那木板的隙縫照在我臉上，很安靜，只有帳外一隻蚊子飛行的嚶嗡，和平常一樣在清晨的微涼中飄忽來去。颱風已經遠遠走了。,B
T1034,110,題組,現代詩文閱讀題組,根據本文，黃蓉提議的優點不包含下列何者？,洪七公竹棒一擺，就要上前動手。黃藥師搖頭道：「你適才跟老毒物打了這麼久，雖然說不上筋疲力盡，卻也是大累了一場，黃某豈能撿這個便宜？咱們還是等到正午再比，你好好養力罷。」洪七公雖知他說得有理，但不耐煩再等，堅要立時比武。黃藥師坐在石上，不去睬他。黃蓉見兩人爭執難決，說道：「爹爹，師父，我倒有個法兒在此。你倆既可立時比武，爹爹又不占便宜。」兩人齊道：「好啊，什麼法兒？」黃蓉道：「你們兩位是多年好友，不論誰勝誰敗，總是傷了和氣。可是今日華山論劍，卻又勢須分出勝敗，比出誰為天下第一，是不是？」洪、黃二人本就想到此事，這時聽她言語，似乎倒有一個妙法竟可三全其美，既能立時動手，又可不讓黃藥師占便宜，而且還能使兩家不傷和氣，齊問：「你有什麼好主意？」黃蓉道：「是這樣：爹爹先跟郭靖過招，瞧在第幾招上打敗了他，然後師父再與郭靖過招。若是爹爹用九十九招取勝，而師父用了一百招，那就是爹爹勝了。倘若師父只用九十八招，那就是師父勝了。」洪七公笑道：「妙極，妙極！」黃蓉道：「郭靖先和爹爹比，兩人都是精力充沛，待與師父再比，兩人都是打過了一場，豈不是公平得緊麼？」黃藥師點點頭道：「這法兒不錯。」,A
T1035,110,題組,現代詩文閱讀題組,根據黃蓉所提的賽制，假設比武結果最後是黃藥師天下第一，下列哪件事一定會發生？,洪七公竹棒一擺，就要上前動手。黃藥師搖頭道：「你適才跟老毒物打了這麼久，雖然說不上筋疲力盡，卻也是大累了一場，黃某豈能撿這個便宜？咱們還是等到正午再比，你好好養力罷。」洪七公雖知他說得有理，但不耐煩再等，堅要立時比武。黃藥師坐在石上，不去睬他。黃蓉見兩人爭執難決，說道：「爹爹，師父，我倒有個法兒在此。你倆既可立時比武，爹爹又不占便宜。」兩人齊道：「好啊，什麼法兒？」黃蓉道：「你們兩位是多年好友，不論誰勝誰敗，總是傷了和氣。可是今日華山論劍，卻又勢須分出勝敗，比出誰為天下第一，是不是？」洪、黃二人本就想到此事，這時聽她言語，似乎倒有一個妙法竟可三全其美，既能立時動手，又可不讓黃藥師占便宜，而且還能使兩家不傷和氣，齊問：「你有什麼好主意？」黃蓉道：「是這樣：爹爹先跟郭靖過招，瞧在第幾招上打敗了他，然後師父再與郭靖過招。若是爹爹用九十九招取勝，而師父用了一百招，那就是爹爹勝了。倘若師父只用九十八招，那就是師父勝了。」洪七公笑道：「妙極，妙極！」黃蓉道：「郭靖先和爹爹比，兩人都是精力充沛，待與師父再比，兩人都是打過了一場，豈不是公平得緊麼？」黃藥師點點頭道：「這法兒不錯。」,B
T1036,110,題組,古典詩文閱讀題組, 根據本文，下列敘述何者最恰當？,陸羽《茶經》論水云：「山水上，石泉又上，江水次而井水下。」又「江水取去人遠者，井取汲多者。」其說止於此，未嘗品第天下之水味。張又新《煎茶水記》云劉伯芻謂水有七等，以揚子江為第一，惠山石泉為第二，虎丘井第三，淮水居末。又載羽為李季卿論水次第有二十種，江水居山水上，井水居江水上。二說皆與《茶經》不合。水味有美惡而已，欲求天下之水一一而次第之者，謬說也。羽之論水，惡渟浸１ 而喜泉源，故井取多汲者。江雖長，然眾水雜聚，故次山水。惟此說近物理云。,D
T1037,110,題組,古典詩文閱讀題組,關於本文的寫作手法，下列敘述何者最恰當？,陸羽《茶經》論水云：「山水上，石泉又上，江水次而井水下。」又「江水取去人遠者，井取汲多者。」其說止於此，未嘗品第天下之水味。張又新《煎茶水記》云劉伯芻謂水有七等，以揚子江為第一，惠山石泉為第二，虎丘井第三，淮水居末。又載羽為李季卿論水次第有二十種，江水居山水上，井水居江水上。二說皆與《茶經》不合。水味有美惡而已，欲求天下之水一一而次第之者，謬說也。羽之論水，惡渟浸１ 而喜泉源，故井取多汲者。江雖長，然眾水雜聚，故次山水。惟此說近物理云。,A
T1038,110,題組,古典詩文閱讀題組,下列文句「」中字的意義說明，何者最恰當？,【甲】柳開少好任氣，大言凌物1。應舉時，以文章投於主考簾前，凡千軸，載以獨輪車。引試2 日，自擁車入，欲以此駭眾取名。其時張景能文有名，唯袖一書簾前獻之。主考大稱賞，擢景優等。時人為之語曰：「柳開千軸，不如張景一書。」――改寫自沈括《夢溪筆談》【乙】張景，字晦之，江陵 公安人。幼能長言，嗜學尤力。貧不治產，往從柳開。開以文自名，而薦寵士類，一見歡甚，悉出家書予之，由是屬辭益有法度。開每曰：「今朝中之士，誰踰晦之者！」即厚饋，使如京師。後中進士。――改寫自宋祁〈故大理評事張公3墓誌銘4〉【丙】柳開:西元生卒年:948～1001、中舉年分:973。張景:西元生卒年:970～1018、中舉年分:1000。宋祁:西元生卒年:998～1061、中舉年分:1024。沈括:西元生卒年:1031～1095、中舉年分:1063。,D
T1039,110,題組,古典詩文閱讀題組,關於甲、乙兩文的內容，下列說明何者最不恰當？,【甲】柳開少好任氣，大言凌物1。應舉時，以文章投於主考簾前，凡千軸，載以獨輪車。引試2 日，自擁車入，欲以此駭眾取名。其時張景能文有名，唯袖一書簾前獻之。主考大稱賞，擢景優等。時人為之語曰：「柳開千軸，不如張景一書。」――改寫自沈括《夢溪筆談》【乙】張景，字晦之，江陵 公安人。幼能長言，嗜學尤力。貧不治產，往從柳開。開以文自名，而薦寵士類，一見歡甚，悉出家書予之，由是屬辭益有法度。開每曰：「今朝中之士，誰踰晦之者！」即厚饋，使如京師。後中進士。――改寫自宋祁〈故大理評事張公3墓誌銘4〉【丙】柳開:西元生卒年:948～1001、中舉年分:973。張景:西元生卒年:970～1018、中舉年分:1000。宋祁:西元生卒年:998～1061、中舉年分:1024。沈括:西元生卒年:1031～1095、中舉年分:1063。,C
T1040,110,題組,古典詩文閱讀題組,根據丙表所列舉的年分，對照甲、乙兩文內容，下列推論何者最合理？,【甲】柳開少好任氣，大言凌物1。應舉時，以文章投於主考簾前，凡千軸，載以獨輪車。引試2 日，自擁車入，欲以此駭眾取名。其時張景能文有名，唯袖一書簾前獻之。主考大稱賞，擢景優等。時人為之語曰：「柳開千軸，不如張景一書。」――改寫自沈括《夢溪筆談》【乙】張景，字晦之，江陵 公安人。幼能長言，嗜學尤力。貧不治產，往從柳開。開以文自名，而薦寵士類，一見歡甚，悉出家書予之，由是屬辭益有法度。開每曰：「今朝中之士，誰踰晦之者！」即厚饋，使如京師。後中進士。――改寫自宋祁〈故大理評事張公3墓誌銘4〉【丙】柳開:西元生卒年:948～1001、中舉年分:973。張景:西元生卒年:970～1018、中舉年分:1000。宋祁:西元生卒年:998～1061、中舉年分:1024。沈括:西元生卒年:1031～1095、中舉年分:1063。,D
T1041,110,題組,古典詩文閱讀題組,關於甲篇中的人物，下列推論何者最恰當？,【甲】司馬昭專權，帝欲殺之，反為賈充、成濟所害。昭入殿中，召群臣會議。尚書左僕射陳泰不至，昭使其舅尚書荀顗召之，泰曰：「世之論者以泰方於舅，今舅不如泰也。」子弟內外咸共逼之，乃入，見昭，悲慟，昭亦對之泣曰：「卿何以處我？」泰曰：「獨有斬賈充，少可以謝天下耳。」昭久之曰：「卿更思其次。」泰曰：「惟有進於此，不知其次。」昭乃不復更言。                                                                       ――改寫自《資治通鑑•魏紀九》【乙】帝崩，內外喧譁。司馬昭問陳泰曰：「何以靜之？」泰云：「唯殺賈充以謝天下。」昭曰：「可復下此否？」對曰：「但見其上，未見其下。」                                                                           ――改寫自《世說新語•方正》,A
T1042,110,題組,古典詩文閱讀題組,根據甲篇內容，可推測乙篇陳泰所言「但見其上，未見其下」的涵義最可能是下列何者？,【甲】司馬昭專權，帝欲殺之，反為賈充、成濟所害。昭入殿中，召群臣會議。尚書左僕射陳泰不至，昭使其舅尚書荀顗召之，泰曰：「世之論者以泰方於舅，今舅不如泰也。」子弟內外咸共逼之，乃入，見昭，悲慟，昭亦對之泣曰：「卿何以處我？」泰曰：「獨有斬賈充，少可以謝天下耳。」昭久之曰：「卿更思其次。」泰曰：「惟有進於此，不知其次。」昭乃不復更言。                                                                       ――改寫自《資治通鑑•魏紀九》【乙】帝崩，內外喧譁。司馬昭問陳泰曰：「何以靜之？」泰云：「唯殺賈充以謝天下。」昭曰：「可復下此否？」對曰：「但見其上，未見其下。」                                                                           ――改寫自《世說新語•方正》,B
